"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"15121100","ENGENHARIA AGRÍCOLA - D","0aeccac7f6cdff9d78bcb20253157235","2295","40-60","7,05","6-8","8","4","7,362","389,598","3,616","191,374","20"
"15121100","ENGENHARIA AGRÍCOLA - D","b11a87ea285cc8253ff258af77c8e212","1020","20-40","3,356","2-4","8","4","8,05","551,037","0,239","16,381","20"
"15121100","ENGENHARIA AGRÍCOLA - D","69dd76c74adc5379147520b5205d2485","2160","40-60","6,805","6-8","8","4","7,692","467,106","3,095","187,926","20"
"15121100","ENGENHARIA AGRÍCOLA - D","ea3054350ebeb463486db8b109b1bf88","3510","80-100","7,592","6-8","8","4","7,904","516,738","4,036","263,877","20"
"15121100","ENGENHARIA AGRÍCOLA - D","c1b4f6fa9289cab4a115042bde39aa15","2085","40-60","7,971","6-8","8","4","8,074","556,693","3,543","244,285","20"
"15121100","ENGENHARIA AGRÍCOLA - D","312101972665b95434b38820f6bc9ebe","1320","20-40","4,052","4-6","8","4","7,504","422,923","1,145","64,516","20"
"15121100","ENGENHARIA AGRÍCOLA - D","0b0ade0bb2d664d06f6b2da5d5a4ae5c","2430","60-80","7,297","6-8","8","4","7,373","392,266","3,871","205,946","20"
"15121100","ENGENHARIA AGRÍCOLA - D","8a4305b01da98f09277d6b04eea436de","1680","40-60","7,197","6-8","8","4","7,339","384,246","3,139","164,327","20"
"15121100","ENGENHARIA AGRÍCOLA - D","9798bd7e6c614290daa79ee460a1c4ce","1980","40-60","4,464","4-6","8","4","6,347","151,27","1,521","36,241","20"
"15121100","ENGENHARIA AGRÍCOLA - D","7e88629091ddc176ee215f074c3ebd52","1500","40-60","4,723","4-6","8","4","6,724","239,968","1,307","46,641","20"
"15121100","ENGENHARIA AGRÍCOLA - D","6dfb03488000bd3243b42e03e87249ce","315","0-20","1,168","0-2","8","4","5,286","-97,686","0,152","-2,801","20"
"15121100","ENGENHARIA AGRÍCOLA - D","877cf9abdd001bfe746494bd9f97a8f5","1875","40-60","5,043","4-6","8","4","6,952","293,358","1,997","84,275","20"
"15121100","ENGENHARIA AGRÍCOLA - D","b480b8af76ae53edc849f01afc564c4e","1140","20-40","4,46","4-6","8","4","6,466","179,254","1,403","38,906","20"
"15121100","ENGENHARIA AGRÍCOLA - D","8d80c2bfd7997f41ac4f07f98e856ceb","1800","40-60","5,668","4-6","8","4","6,76","248,299","1,79","65,738","20"
"15121100","ENGENHARIA AGRÍCOLA - D","bc51c052a9f6bdcbc1c5894624d46a8f","2025","40-60","6,533","6-8","8","4","7,099","327,743","2,575","118,877","20"
"15121100","ENGENHARIA AGRÍCOLA - D","d0c12006eadf267adc1880a1638439cc","3474","80-100","6,264","6-8","8","4","6,987","301,535","1,298","56,038","20"
"15121100","ENGENHARIA AGRÍCOLA - D","284afb07e2be651594b85dcca329d639","3615","80-100","7,128","6-8","8","4","7,613","448,523","3,941","232,196","20"
"15121100","ENGENHARIA AGRÍCOLA - D","b1a7f104226bccfdc859b140bff2921f","1710","40-60","7,23","6-8","8","4","7,354","387,625","4,169","219,775","20"
"15121100","ENGENHARIA AGRÍCOLA - D","658fa79d342cff1a02be43be4aa475c9","2175","40-60","6,914","6-8","8","4","7,645","455,951","3,232","192,776","20"
"15121100","ENGENHARIA AGRÍCOLA - D","dbf64db1116f33d61b743dde58fcff4a","2880","60-80","6,207","6-8","7","3","7,2","351,559","2,09","102,058","20"
