"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"12205100","MEDICINA - D","14c8f710d0a7dff96e37c2f5c9e3839d","4945","60-80","9,097","8-10","10","5","9,097","719,207","7,863","621,672","381"
"12205100","MEDICINA - D","adba13a7b6a8cd6f55c027f47f4ba4a2","4945","60-80","8,626","8-10","10","5","8,626","568,351","7,456","491,274","381"
"12205100","MEDICINA - D","66f17e24ede0dc999c44c55cbde00100","4945","60-80","8,463","8-10","10","5","8,463","515,895","7,315","445,931","381"
"12205100","MEDICINA - D","14621c4dffedd21ebbda829057ba4cb3","4945","60-80","8,172","8-10","10","5","8,172","422,906","7,064","365,553","381"
"12205100","MEDICINA - D","79437827ceedb1c8624166e4818cf8aa","4975","60-80","8,529","8-10","10","5","8,529","537,061","7,417","467,044","381"
"12205100","MEDICINA - D","9cb21fdf44fcb615f1b43db32e0ecc40","4945","60-80","8,645","8-10","10","5","8,645","574,442","7,428","493,545","381"
"12205100","MEDICINA - D","b33781b8638f76f77473f656805cda94","4945","60-80","8,695","8-10","10","5","8,695","590,254","7,516","510,206","381"
"12205100","MEDICINA - D","2ac366f900b8afd5268634d180a2d17b","4975","60-80","8,751","8-10","10","5","8,751","608,267","7,61","528,966","381"
"12205100","MEDICINA - D","407503686364db4dd59a54c30ed8fd90","4945","60-80","8,821","8-10","10","5","8,821","630,657","7,625","545,13","381"
"12205100","MEDICINA - D","8ad5ede070143fbaf8b34eaf6dbc3886","4945","60-80","7,675","6-8","10","5","7,675","263,496","6,555","225,031","381"
"12205100","MEDICINA - D","859326ad9b0e21f43497be4e2d88bac0","4945","60-80","8,573","8-10","10","5","8,573","551,373","7,411","476,598","381"
"12205100","MEDICINA - D","da3c123cd8609f0f51c26a64e3438055","4945","60-80","8,462","8-10","10","5","8,462","515,765","7,315","445,819","381"
"12205100","MEDICINA - D","fe49d3b0237c631799c8db76047823f3","4945","60-80","7,894","6-8","10","5","7,894","333,545","6,823","288,311","381"
"12205100","MEDICINA - D","fff3de049024e3e23cb331b5ac3fd4a8","4945","60-80","8,41","8-10","10","5","8,41","499,111","7,27","431,424","381"
"12205100","MEDICINA - D","9e48ca3644ab2d8677253da8466092a9","4945","60-80","7,839","6-8","10","5","7,839","316,081","6,776","273,216","381"
"12205100","MEDICINA - D","ca4f7624b54b81aec57a40cbcd2311b4","4945","60-80","7,923","6-8","10","5","7,923","343,071","6,849","296,545","381"
"12205100","MEDICINA - D","d320e543988522398bac8ecd49c4e624","4945","60-80","7,74","6-8","10","5","7,787","299,266","6,69","257,121","381"
"12205100","MEDICINA - D","0df54bf5be89cb596f86b47af63e6d2d","4945","60-80","7,929","6-8","10","5","7,929","344,853","6,854","298,086","381"
"12205100","MEDICINA - D","5803b67a54201cc8089a4bbb429e6989","4945","60-80","8,433","8-10","10","5","8,433","506,466","7,289","437,782","381"
"12205100","MEDICINA - D","f24b49220093cd85891d9521c4dcc545","4945","60-80","7,348","6-8","10","5","7,348","158,81","6,352","137,273","381"
"12205100","MEDICINA - D","318137670bc449fd0f3a70f0f039cec5","4945","60-80","8,045","8-10","10","5","8,094","397,795","6,954","341,775","381"
"12205100","MEDICINA - D","afcfad90a9f51b9795773898468ddfc7","4945","60-80","8,473","8-10","10","5","8,525","535,853","7,324","460,39","381"
