"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","d918c88dd3c149a9410d48a8bb40534d","420","0-20","6,25","6-8","2","1","7,614","410,239","2,622","141,25","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","6ad3008ec2c817c1e831fe238a2c1ba0","180","0-20","4,683","4-6","2","1","7,0","286,447","0,443","18,115","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","659682a9abb83e4fea9d15b7811b530e","420","0-20","6,0","4-6","2","1","7,043","295,084","2,425","101,601","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","e42b0800ec0916865d08410d2065aacb","360","0-20","4,391","4-6","2","1","6,183","121,871","1,564","30,829","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","de3b7b397e68020e6dc4b0efcc9ed306","660","20-40","6,667","6-8","2","1","7,273","341,407","5,668","266,089","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","37964a48779bda077b0100bfc0dab08c","720","20-40","7,55","6-8","2","1","7,55","397,284","7,003","368,495","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","efddd4dd68a5863366b111a5fbee2369","420","0-20","5,364","4-6","2","1","7,4","367,056","2,548","126,382","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","8b32654856c1220db15c86ead116bab0","720","20-40","8,592","8-10","2","1","8,592","607,202","7,969","563,202","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","0172ebc427fa21ece7e0fdb77b37f93e","540","0-20","5,933","4-6","2","1","7,733","434,23","4,035","226,555","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","16faa4e8f5fca5845b92bc20e054c9a9","660","20-40","8,227","8-10","2","1","8,227","533,769","6,412","416,013","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","e54d1cc345e4ac0d142036f059a9dff2","420","0-20","5,527","4-6","2","1","6,514","188,565","2,243","64,925","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","381e409a822a349062f042e8cb3b0eb6","240","0-20","4,38","4-6","2","1","6,85","256,219","0,847","31,687","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","679216d05f2883440978bcda09466c2c","720","20-40","7,533","6-8","2","1","7,533","393,925","6,987","365,38","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","044cd4689a234abb00fdf8b82b6b5f14","720","20-40","7,383","6-8","2","1","7,383","363,697","6,848","337,342","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","bca928e31776d9f3259dbace0c175153","720","20-40","8,35","8-10","2","1","8,35","558,501","7,745","518,03","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","b3e68304ab343c5b18a528bc563f6b4e","360","0-20","5,545","4-6","2","1","6,733","232,708","1,703","58,867","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","55ae76afacf85acc3c56971dac0079a9","240","0-20","5,88","4-6","2","1","6,6","205,838","0,742","23,142","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","2d1e2dc68677a1fbfc309d4d4d1cd737","720","20-40","7,267","6-8","2","1","7,267","340,186","6,74","315,535","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","903891eaf5d38fd68c54b5f1155f96a5","240","0-20","4,4","4-6","2","1","6,4","165,534","0,72","18,611","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","e85446d25574df002114763b838ab844","660","20-40","7,873","6-8","2","1","7,873","462,321","6,136","360,327","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","54b40c7e65b55ddc21078efdb683251e","0","0-20","0,0","0-2","2","1","","","","","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","712ec39ca86a0023cb77cb1df7f5e8ba","60","0-20","2,883","2-4","2","1","7,2","326,751","0,186","8,419","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","578563f6476cd1f19198f2e433845b33","420","0-20","5,718","4-6","2","1","7,414","369,935","2,553","127,373","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","e6e29d08291df367f7691dacc7a33512","240","0-20","4,04","4-6","2","1","6,35","155,458","0,714","17,478","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","878b8482de84e8f7c44a6475a4598709","0","0-20","1,512","0-2","2","1","","","","","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","fab2eb6ffb4781f1714206307f0db414","480","0-20","5,783","4-6","2","1","7,112","309,118","2,932","127,43","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","f08f787895a510ddcb7187a56906b3ee","60","0-20","1,967","0-2","2","1","5,8","44,621","0,05","0,383","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","e1224cfb2d944eca2f5762bc3d61676c","300","0-20","3,845","2-4","2","1","6,54","193,747","1,149","34,035","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","be3f017f8bc4306425bc794f9aa1db43","720","20-40","7,417","6-8","2","1","7,417","370,414","6,879","343,573","107"
