"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","30f1ca815a3744a3c42c55e0ca853009","2985","80-100","6,336","6-8","9","4","7,135","296,02","1,245","51,669","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","52eb155876fd4b4481f8dbe4995d8a34","2235","60-80","6,793","6-8","9","4","7,693","448,061","3,615","210,527","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","48cf30003909023aa71464dd557e1b85","2130","60-80","6,802","6-8","9","4","7,45","381,838","3,459","177,303","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","2a8502e1cf0dd9b704e76ec41d47e27e","2610","80-100","7,64","6-8","9","4","7,756","465,218","5,408","324,351","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","f704928e9446d2f69fb2611063e873ef","2550","80-100","7,049","6-8","9","4","7,345","353,293","2,999","144,243","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","b8ecd587dbe63eb44600b058526ed2e8","1830","60-80","6,556","6-8","9","4","7,794","475,546","2,817","171,901","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","b6fac5fc7c6b96ac4fbe291d584ef0ff","1050","20-40","6,0","4-6","8","4","7,387","364,599","0,763","37,669","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","294b1f379e63fa7f4459cef21a0314d1","1650","40-60","6,038","6-8","8","4","7,383","363,554","2,584","127,257","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","1878514a7a9541c7daa8a7b3ca016a7b","2910","80-100","6,638","6-8","8","4","7,812","480,44","0,788","48,468","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","b2ee218af3c3a01c953e33de9b137ddd","2835","80-100","6,497","6-8","8","4","6,944","244,227","1,856","65,261","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","93d0d25fd7d0ba42f50eb9235a988853","1695","40-60","5,454","4-6","7","3","6,977","253,086","3,162","114,699","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","a676c9f9282b638d8ec3e97963508f1c","1605","40-60","6,414","6-8","7","3","6,977","253,179","1,917","69,555","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","a8f9fee0743ad9550678574de07a3778","1800","40-60","6,69","6-8","7","3","7,155","301,658","3,118","131,441","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","20bfa97edea044a8df7144f87474d54a","1515","40-60","7,127","6-8","7","3","7,373","360,952","3,16","154,709","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","1b8154ead83a8c78aaf159818cd82b9e","1320","40-60","7,779","6-8","5","2","7,928","512,06","5,064","327,043","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","d18982aae0f4059fd8ec98951fa92022","1365","40-60","6,377","6-8","5","2","6,945","244,393","4,183","147,187","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","7a68895c971617dd956e2f322e85bc0d","975","20-40","6,366","6-8","5","2","7,302","341,427","2,42","113,14","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","3f34a8e5934f8dce4efbf14681ace358","2100","60-80","6,599","6-8","5","2","7,438","378,598","1,071","54,518","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","9b483ad427eb221bd6982b8b67e145ae","1080","20-40","6,737","6-8","5","2","7,589","419,643","3,245","179,417","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","ec8f98cd44bb5891317e3cd76bb98f67","1740","40-60","6,326","6-8","5","2","6,989","256,238","0,867","31,786","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","758e32e4866102b98d94ed3874898a36","1185","20-40","6,551","6-8","5","2","7,203","314,478","3,596","157,012","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","940d6ad4daa809d79d7c4acda61e6935","1185","20-40","6,743","6-8","5","2","7,594","420,945","3,909","216,67","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","e496cf38f2caf4255bf04316df683636","2415","80-100","7,263","6-8","4","2","7,421","373,925","3,191","160,788","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","fbfa054eb99a18b88c01514ba0279977","2805","80-100","7,437","6-8","4","2","7,687","446,258","2,306","133,877","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","c1d071014b076e87169b0afe569c540b","2760","80-100","7,801","6-8","4","2","8,062","548,559","2,867","195,043","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","0bc3af410790897e767cbcb40648687b","720","20-40","6,986","6-8","3","1","7,577","416,43","3,325","182,753","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","1115423a573ec1a98d44e03fd7f90296","990","20-40","7,877","6-8","3","1","8,161","575,264","6,771","477,305","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","0e06acef47719cfb442fa924a1257bf2","735","20-40","6,397","6-8","3","1","7,161","303,234","3,422","144,888","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","1f324053c04a57684c04f4fb23130928","810","20-40","7,253","6-8","3","1","7,522","401,497","4,642","247,781","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","1c9a2e52fbbc28bf1dcdd927e2c6c9f2","945","20-40","6,716","6-8","3","1","7,4","368,228","5,153","256,403","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","3639fe66d3bffa8165ae10ef4eb0df62","810","20-40","7,081","6-8","3","1","7,737","459,969","4,49","266,919","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","ddec7f8dddcb2f84f78a921b73b02024","1710","40-60","6,989","6-8","3","1","6,955","247,056","1,536","54,58","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","867c6ecc42e6643f33018aa4399a7667","1545","40-60","7,087","6-8","3","1","6,56","139,582","1,749","37,222","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","c06aabb4cefc676e8fcd0e866430af48","795","20-40","6,868","6-8","3","1","7,579","417,018","4,301","236,647","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","85647897d82237d73fe1954de779cb07","1935","60-80","6,504","6-8","3","1","7,444","380,326","0,322","16,43","28"
"Cód. Curso","Curso","bd8fd1442d830bd01111e5c75dadf730","CH integralizada","Faixa CH %","CRA","Faixa CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","fe90e7adfbbd583b115a61ca05d106e7","240","0-20","6,157","6-8","1","0","7,144","298,477","3,048","127,35","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","44054ac8204e3d4fb05ff59bb6379106","120","0-20","5,262","4-6","1","0","6,238","51,798","1,228","10,2","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","632bb8f0ecb5ef8ce09640b0a32359d9","240","0-20","5,876","4-6","1","0","6,712","181,092","2,864","77,266","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","1010f598fead67b10a5bde2d01020b1e","240","0-20","6,212","6-8","1","0","7,612","426,07","3,248","181,79","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","3b9d85387489b4a4fdc1ecd128225410","240","0-20","6,124","6-8","1","0","7,162","303,581","3,056","129,528","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","e0fabcfdc587986a612781008d625358","195","0-20","4,452","4-6","1","0","5,615","-117,541","1,582","-33,107","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","ee450237f1f57f4796d6608c8c5066cb","765","20-40","6,3","6-8","1","0","7,591","420,301","5,737","317,627","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","715c69db2dfb4f35cabb9664b4a39523","2460","80-100","7,207","6-8","12","6","7,207","315,614","4,124","180,612","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","1fa6e694408521d71db16ac51699c0b4","3270","80-100","7,899","6-8","12","6","8,254","600,763","2,407","175,223","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","031c27ae63ea1484945da23890dac6da","2670","80-100","6,951","6-8","12","6","7,359","356,995","1,587","77,006","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","04297eea7a04816f458ef69ef2d419af","3060","80-100","7,144","6-8","12","6","7,667","440,814","1,508","86,699","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","f3d9c9979e34e22ae3dfc76da9d52526","1860","60-80","5,452","4-6","12","6","6,918","236,958","1,774","60,775","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","65b37c120a1467645db6dbe157e1a952","2955","80-100","7,067","6-8","12","6","7,322","346,95","4,365","206,832","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","b41cc8962ae8c505dd47a7a71d87bfb0","2955","80-100","7,437","6-8","11","5","7,627","429,991","5,006","282,241","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","ae3fd9694ab3f421f0845b17f1144634","2115","60-80","5,61","4-6","11","5","6,856","220,16","2,223","71,374","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","46a7711bb4778248c54a2818a153a80a","2730","80-100","6,688","6-8","10","5","7,274","333,829","4,462","204,773","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","87c8c8f3103ef61dbc133b31b1b5cd57","3000","80-100","7,514","6-8","10","5","7,788","473,977","5,538","337,05","28"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","87c6d7552df9aeceeabd0b615bf34a6a","2025","60-80","7,193","6-8","8","4","7,637","453,25","4,192","248,81","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","50f8aa5ab443384a74fe4d0fa0138722","2085","60-80","7,244","6-8","8","4","7,891","517,513","3,877","254,259","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","4cd8c48b863ab41767da1a1e8b42c4a9","2085","60-80","7,22","6-8","8","4","7,597","443,146","4,828","281,645","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","d6a3b7cb2d695a75d25b1cf91eadf23f","2280","60-80","7,074","6-8","8","4","7,65","456,531","5,079","303,095","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","e88a3e838de87e4693fd1a4cf83e4eee","2325","60-80","6,743","6-8","8","4","7,379","388,01","1,926","101,271","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","8eae68d43511340c8d10a8dc63673cd1","2340","60-80","7,143","6-8","8","4","7,433","401,579","1,784","96,394","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","e931788bf47a044f8a2a96ed562b0b04","2100","60-80","7,459","6-8","8","4","7,979","539,704","4,71","318,62","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","9f96acda633761c40f896c16d5d072a7","2205","60-80","7,613","6-8","8","4","7,698","468,769","4,144","252,325","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","b18ca582c7f888cd2b5c81036e3ce333","2100","60-80","7,65","6-8","8","4","7,751","482,206","4,808","299,09","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","da4b74a3cd7ba2e806810fd514690e9e","2205","60-80","6,715","6-8","8","4","7,739","478,968","2,287","141,57","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","27f3d5e9122a4c6ce393b937e5f57972","1950","60-80","7,281","6-8","8","4","7,404","394,221","4,063","216,31","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","8e04e7cc7da912176220fa095de4513b","1695","40-60","6,229","6-8","8","4","7,348","380,031","2,932","151,644","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","02bc71a68783d8a60189eebbd89c3365","1575","40-60","6,11","6-8","8","4","7,359","382,881","2,584","134,435","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","08c90387093f59ac45d1d220f7f5b3eb","1575","40-60","7,252","6-8","6","3","8,059","560,075","4,936","343,046","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","d15a7f4b9985fcda3df4bc166e87b523","1785","40-60","7,404","6-8","6","3","7,715","473,017","5,69","348,874","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","0e0b1fc455e69f34ac96450e839cbb97","2340","60-80","7,66","6-8","6","3","7,763","485,146","3,946","246,623","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","b7297011649677aacb4cce300248561f","2205","60-80","7,159","6-8","6","3","7,798","494,041","2,696","170,797","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","176b46bcff8d24bc13adad77b6c698a5","1170","20-40","6,374","6-8","6","3","7,865","511,052","3,038","197,412","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","fa0ac4cfa8a090d0b4e1e9865f0626aa","2490","80-100","8,092","8-10","6","3","8,238","605,247","3,7","271,83","23"
"Cód. Curso","Curso","bd8fd1442d830bd01111e5c75dadf730","CH integralizada","Faixa CH %","CRA","Faixa CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","ac3c834dd5902f3f15a90997be41d745","1365","40-60","7,17","6-8","6","3","7,41","395,751","3,823","204,188","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","37681b088928fabbea775f2f107f9172","795","20-40","7,507","6-8","4","2","7,97","537,486","3,392","228,757","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","182a36961d7a9bdecbd33ffac9cad1a3","1095","20-40","7,867","6-8","4","2","7,867","511,492","4,819","313,304","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","866b7f17725d676cd23720280a9f0308","780","20-40","6,68","6-8","4","2","7,662","459,452","2,96","177,48","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","bb1a1ce2802dd5a7c22f79348fa991bb","885","20-40","7,575","6-8","4","2","7,878","514,237","4,033","263,244","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","d8ed79365552b791319613d41259f650","1500","40-60","6,257","6-8","4","2","7,396","392,31","0,87","46,128","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","0ec31dcfc2797afe677b5bbb6605cdf9","3150","80-100","6,668","6-8","4","2","7,625","450,203","0,296","17,462","23"
"21103213","CIÊNCIAS - BIOLOGIA (LIC) - N","5fd9374d86a10956975470212efde1b3","2160","60-80","8,023","8-10","3","1","7,262","358,442","2,833","139,826","23"
