"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","d31d9e451afffa47028461ab0ae732fe","2355","60-80","6,341","6-8","9","4","7,61","409,414","3,729","200,625","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","8ac503152c09b38e144fc2484ff48b13","2340","60-80","5,827","4-6","9","4","6,851","256,477","3,51","131,385","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","d980706f4d41ed017b512d6a0f9f573c","2190","60-80","7,873","6-8","9","4","7,873","462,433","5,091","299,023","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","a58021443a77c876d3bfcae3a8a93145","3195","80-100","8,438","8-10","9","4","8,438","576,172","7,21","492,36","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","c33eec7108b032101601cf0a14c0dad9","3195","80-100","8,743","8-10","9","4","8,743","637,743","7,324","534,236","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","0fb342c6010c3fafeb4ab9737002bdd7","2670","80-100","7,131","6-8","9","4","7,628","413,021","4,85","262,588","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","b043945642ed3a1155034a1139b387de","2430","60-80","7,667","6-8","9","4","8,241","536,608","4,598","299,373","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","a2b4adf5aa75cee28d71d25cbea9e12e","1605","40-60","5,57","4-6","9","4","6,993","284,94","1,702","69,35","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","90472df1266ddeebda3d22006681e42d","3135","80-100","7,239","6-8","9","4","7,737","434,953","5,876","330,332","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","4bf8f385bc824b2b6e88b6618f8bf98d","840","20-40","3,306","2-4","9","4","6,807","247,582","0,515","18,731","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","b231398e008f1d9482ec8ae9b585c156","2835","80-100","7,362","6-8","9","4","7,832","454,169","5,748","333,328","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","324c7843517fd8833abc4e235eb1b47d","2340","60-80","6,338","6-8","9","4","7,554","398,059","4,111","216,657","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","50f1c35063351f564ec84be17aabe711","3195","80-100","8,168","8-10","9","4","8,168","521,792","6,98","445,89","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","c21569415c1882014ea5f8e1c9c4c3ed","2805","80-100","6,924","6-8","9","4","7,436","374,384","5,194","261,48","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","2638c1b9429beb2558a820ffc7a2f1d0","2760","80-100","7,111","6-8","9","4","7,478","382,717","5,329","272,748","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","9912ce4897962b0a54091974e9d1c457","3195","80-100","8,453","8-10","9","4","8,557","600,173","7,168","502,763","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","7fdd016c33e22c50c2c0951f1f1ad029","1980","60-80","5,373","4-6","9","4","6,865","259,272","2,732","103,187","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","e186b461db7f768130733379271efb11","2670","80-100","7,194","6-8","9","4","7,681","423,663","5,073","279,815","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","0590d9c700de27ad5e6a22ed8f2b0257","2640","80-100","8,647","8-10","7","3","8,647","618,385","8,402","600,888","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","1219d76fd70e67020de615a041b92df8","2340","60-80","7,345","6-8","7","3","7,687","424,799","6,147","339,739","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","9e8641d804a7422263b6a34731ea44fe","2220","60-80","7,081","6-8","7","3","7,759","439,495","5,456","309,008","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","ffbcb061007dfb717255e48ca921f47f","2610","80-100","8,294","8-10","7","3","8,386","565,682","7,875","531,218","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","77b4678e1d8cc20fc545f03b1d28df3d","2460","60-80","8,169","8-10","7","3","8,384","565,383","7,238","488,116","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","8a25929c5b8206e2cc31b3b7c873c02d","2160","60-80","7,143","6-8","7","3","7,892","466,277","5,378","317,747","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","10eb32fdafc751f2f3e9bcee64a6bc73","2115","60-80","7,895","6-8","7","3","8,043","496,544","5,255","324,421","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","dff9640e2b5f456e9f47719f5fd60a8e","2460","60-80","8,418","8-10","7","3","8,665","622,03","7,481","537,022","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","d6839f29d4048dc77b3a1f5ee08d1bd9","2730","80-100","8,76","8-10","7","3","8,76","641,214","8,803","644,311","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","a52b24edffb07c4b99b97c8e0619837e","1260","40-60","4,849","4-6","7","3","7,054","297,243","1,784","75,192","107"
"51201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","afed4e53acc6c0c64575121828290e69","1230","20-40","4,769","4-6","7","3","6,368","159,144","1,726","43,124","107"
