"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","90983c5737bc637d91a767dcc1f65a8b","2850","80-100","6,326","6-8","14","7","7,463","385,276","2,809","145,031","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","1ad7fc12581d244b494b508d426af1c8","2970","80-100","6,639","6-8","14","7","7,561","411,945","3,102","169,02","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","dc317e778285473945373fdedceaca00","3150","80-100","6,823","6-8","14","7","7,392","366,093","2,535","125,566","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","0cafa52503b89eb8e59cea95cd0ada28","2700","80-100","6,471","6-8","14","7","7,534","404,824","2,703","145,252","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","618b935f1874bc6722a5765bcd90daa5","1860","60-80","6,131","6-8","13","6","7,343","352,831","1,288","61,862","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","66ba09d769763b5ac1784694da5ea119","2490","80-100","6,037","6-8","13","6","7,331","349,37","2,336","111,347","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","bfb5fdd20f08bafbd2ff8e1cef3ff390","2520","80-100","5,51","4-6","12","6","7,041","270,528","2,737","105,171","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","5435a87373a7cc887d3a2d92c8385d91","2625","80-100","6,376","6-8","12","6","7,103","287,52","2,421","97,992","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","ef16dc9df248a33736dd18d002a51cae","2940","80-100","7,096","6-8","12","6","7,492","393,18","3,542","185,881","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","56f78cd4a3bc1065d49ea29ca99824a9","2505","80-100","6,908","6-8","12","6","7,29","338,237","3,212","149,022","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","83dc1c1c47c678e2e13f9d57ac849628","1935","60-80","6,782","6-8","10","5","8,219","591,262","2,926","210,464","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","9e96ace67183b5e3e2cdf8b22237938e","2400","60-80","6,563","6-8","10","5","7,091","284,187","3,667","146,973","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","2f16633329cdb7eb016cd9355a35b669","2175","60-80","6,547","6-8","10","5","7,321","346,64","3,033","143,608","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","25f55833e04cd9e4c545ecab26b7a124","2895","80-100","6,566","6-8","10","5","7,309","343,587","1,59","74,72","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","4ee9cf783e4437d8f9de54df564e8bcb","2400","60-80","7,157","6-8","10","5","7,577","416,373","4,194","230,468","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","467a74063d87c286d2231146a8686f50","2520","80-100","5,991","4-6","10","5","6,662","167,365","1,382","34,706","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","c4138db736d9dd9c582cebaa2009a59e","1725","40-60","6,053","6-8","10","5","7,008","261,479","2,395","89,356","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","6fce367b7e0758682d9541f237d8e1da","1845","60-80","6,098","6-8","10","5","7,782","472,239","2,77","168,106","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","0c03f2f2131bb0d6ce8d87ac2ae858ef","3180","80-100","7,3","6-8","9","4","7,419","373,44","3,1","156,015","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","ea1010684fcc9957ee06161054fd3fae","2220","60-80","7,09","6-8","8","4","7,76","466,256","4,404","264,582","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","be658d48f889f4072ff6060535a63483","2670","80-100","8,229","8-10","8","4","8,342","624,523","6,883","515,296","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","6b0058f73ea26d86b20261642e204bcb","1815","60-80","6,816","6-8","8","4","7,371","360,355","3,137","153,371","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","43debedb8296576ec844e9225040d45d","2055","60-80","7,177","6-8","8","4","7,753","464,193","4,694","281,046","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","faa974e97cf73c5c88b861044523027d","2175","60-80","7,072","6-8","8","4","7,597","421,729","4,93","273,668","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","a9b38fabedd1dcbcc4f915bf2abf90a7","2460","80-100","7,857","6-8","8","4","8,097","557,937","5,95","410,007","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","8c4de96e12f875d2168b996445878d69","2490","80-100","6,348","6-8","8","4","6,46","112,427","1,636","28,475","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","0ecfb99338f0a1bb5a89b5389448c3a8","2805","80-100","6,995","6-8","8","4","7,017","263,886","3,353","126,083","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","4c1c347b00eb1351e71c0e1de0b8b6f4","2295","60-80","7,407","6-8","8","4","7,689","446,863","5,084","295,498","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","2e359361833b41982f8076e2be2cd00f","2445","80-100","6,632","6-8","8","4","7,481","390,384","0,988","51,559","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","227c4ba8433b7bbf85d505e7368ec4c5","2160","60-80","7,679","6-8","6","3","7,841","488,26","7,131","444,06","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","8e9adf7f601f96b1349ae95323f42070","2055","60-80","7,522","6-8","6","3","7,661","439,357","6,391","366,502","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","12d7e0e7dcbda3a900dc6906915e62e7","2040","60-80","7,676","6-8","6","3","7,84","488,115","6,36","395,973","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","ef5d29f6ef05db4ccb866ae5736fe556","1695","40-60","7,76","6-8","6","3","8,247","598,753","5,572","404,523","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","725bf3984f2b8cefa346d2599d21b8de","2055","60-80","7,819","6-8","6","3","8,183","581,263","5,705","405,251","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","d76be0257b22cab330cb376a2b04196a","1170","20-40","5,384","4-6","6","3","6,415","100,218","2,366","36,953","28"
"Cód. Curso","Curso","21523a605349dea009b17323f2fe8e44","CH integralizada","Faixa CH %","CRA","Faixa CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","fe9ff3cb0364db23ccef385e910e0499","2130","60-80","6,87","6-8","6","3","7,575","415,982","5,088","279,385","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","6c82174bac223e80ccbd2c1937c8d286","1035","20-40","6,701","6-8","4","2","7,519","400,576","4,366","232,579","28"
"21103113","CIÊNCIAS - BIOLOGIA (LIC) - M","a5b063ee8b0aeeefc72b63c5772eb032","1410","40-60","7,738","6-8","4","2","7,738","460,312","6,77","402,705","28"
