"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"11104100","DESENHO INDUSTRIAL - D","aa1a77461e9afbbd361be96f7ff6e656","2025","40-60","6,716","6-8","10","5","8,331","","2,273","","1"
"11104100","DESENHO INDUSTRIAL - D","6b62d388e525733eda14c38c31da9e4a","2545","60-80","5,996","4-6","10","5","7,286","","3,211","","1"
"11104100","DESENHO INDUSTRIAL - D","99ebf8aa39cffbabb12f53a414b0a99f","1700","40-60","6,279","6-8","10","5","7,075","","1,99","","1"
"11104100","DESENHO INDUSTRIAL - D","f91aa14b399f14a62fcc7412e2396f74","1205","20-40","6,373","6-8","10","5","7,641","","3,808","","1"
"11104100","DESENHO INDUSTRIAL - D","155a78b279ae90035847058efb637743","2855","80-100","8,27","8-10","10","5","8,579","","5,035","","1"
"11104100","DESENHO INDUSTRIAL - D","ed9da52e208b2d32181be69bf84ae6a9","2980","80-100","7,018","6-8","10","5","7,482","","4,196","","1"
"11104100","DESENHO INDUSTRIAL - D","aa4ce15c76ca2d51ad68686ef4a4ac65","2020","40-60","6,101","6-8","10","5","7,6","","2,339","","1"
"11104100","DESENHO INDUSTRIAL - D","6ea2566d369d1711e9cad7f8abcbb85a","2490","60-80","7,393","6-8","10","5","7,643","","3,658","","1"
"11104100","DESENHO INDUSTRIAL - D","0d583c4c6934f6dea68d33374b6a141b","2645","60-80","5,888","4-6","10","5","7,539","","3,21","","1"
"11104100","DESENHO INDUSTRIAL - D","2119a9bace2069b48444bc134d55ff3a","2415","60-80","5,595","4-6","10","5","7,28","","2,67","","1"
"11104100","DESENHO INDUSTRIAL - D","2577bbe426de493462dbf66d0ff39380","2960","80-100","7,267","6-8","10","5","7,648","","4,828","","1"
"11104100","DESENHO INDUSTRIAL - D","6c7679c3d828933560807ce7c35d39c6","3025","80-100","7,523","6-8","10","5","7,868","","4,342","","1"
"11104100","DESENHO INDUSTRIAL - D","5566e48592c76b6b1d0ed3aca00b7a91","3065","80-100","7,922","6-8","10","5","7,989","","4,292","","1"
"11104100","DESENHO INDUSTRIAL - D","e4f05256a5df981677071d860b72c5e6","1190","20-40","3,847","2-4","9","4","7,403","","1,053","","1"
