"Cód..Curso","Curso","Aluno","CH.integralizada","Faixa.CH..","CRA","Faixa.CRA","Semestres","Anos","MC","MCN","IEA","IEAN","Amostra"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","339e8f30689d497825417c9f35164c10","1500","40-60","5,859","4-6","6","3","7,243","384,662","3,094","164,322","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","b3b49fbae36167d86baa08828bfa649b","1230","40-60","5,389","4-6","6","3","7,812","493,293","3,075","194,141","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","b11fe4e595b7b15fbc554be84e55208c","2010","60-80","6,53","6-8","6","3","7,135","364,065","5,3","270,42","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","46f231efcceac904081d7c4747dd1a77","1770","40-60","6,235","6-8","6","3","7,096","356,562","3,618","181,79","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","15559bd136283ac0221caff963b1de31","2130","60-80","7,195","6-8","6","3","7,783","487,74","6,332","396,788","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","e65380fef22bb3c6c35aacd5c9b83221","1800","40-60","6,611","6-8","6","3","7,343","403,811","4,8","263,929","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","b12ea7a0a3d254d725829f3985a2e20c","2070","60-80","6,377","6-8","6","3","6,923","323,626","5,319","248,654","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","02aa920bb51cb7a3cd4456af488660ec","1230","40-60","5,745","4-6","6","3","7,84","498,646","3,282","208,708","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","c6fc9c03075f2ad675ef8f71ec164b2e","1950","60-80","6,308","6-8","6","3","7,191","374,694","4,933","257,067","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","93b7661b2134068f85a408c4bd9c547e","1860","60-80","6,617","6-8","6","3","7,502","434,172","4,864","281,503","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","a95c4e2a6c19214de4f23c5912977276","2370","60-80","8,05","8-10","6","3","8,05","538,678","8,313","556,282","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","b51503c223c985cf063c262aadcf5580","1740","40-60","6,186","6-8","6","3","7,017","341,576","3,48","169,403","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","83c304f3596377045d53542f714ca85a","1530","40-60","5,442","4-6","6","3","7,499","433,524","3,187","184,248","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","f2e435f4dea17bbe25e8751c91d60d98","2430","60-80","8,248","8-10","6","3","8,248","576,377","8,733","610,281","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","2e17d13d3cbad3ac0fef130b270e0289","885","20-40","4,093","4-6","6","3","6,702","281,354","1,512","63,484","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","2f11affe5e4686795659cf85c94d02bf","2430","60-80","7,72","6-8","6","3","7,72","475,768","8,175","503,755","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","95d66fa1439e60b28d51f94c939f2872","1290","40-60","4,757","4-6","6","3","6,697","280,365","2,899","121,368","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","cb6e8b8476ad6d4aa234032514e4142a","1740","40-60","5,719","4-6","6","3","6,843","308,342","4,012","180,786","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","b003f9fb41fc8536dca509dfc576cdfd","2310","60-80","7,582","6-8","6","3","7,582","449,45","7,632","452,387","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","ff7233c90d7364ff6de5bfc225699dd1","1800","40-60","6,1","6-8","6","3","7,22","380,273","3,663","192,94","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","7cdfbbf44e79106874aeafeeed82119f","2430","60-80","7,773","6-8","6","3","7,773","485,782","8,23","514,357","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","b9f0e91dba7256effe703254d5ce09a2","1215","20-40","4,641","4-6","6","3","6,831","306,006","2,092","93,73","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","83ed24e7b6738c9b7037281b8a9d168e","2430","60-80","8,299","8-10","6","3","8,299","586,155","8,575","605,68","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","c00ab6e4b7182325484e55631a47e8c1","1830","40-60","6,661","6-8","6","3","7,478","429,487","4,882","280,409","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","2c40dc0a9e967056a3525029dd350a97","2250","60-80","6,37","6-8","6","3","6,94","326,835","6,148","289,542","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","f278c64c4f5732b3821cb73ce021d2ed","2010","60-80","6,225","6-8","6","3","7,039","345,692","5,099","250,433","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","11f1bf122c249aeff2e284091dd59c15","1485","40-60","6,146","6-8","6","3","7,208","377,998","3,446","180,702","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","abc01b4585fbdcad1c0a957eb87a6744","2280","60-80","8,037","8-10","6","3","8,364","598,512","7,675","549,263","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","fb0ca237e0ccc09601bde6904e9515a2","1590","40-60","7,754","6-8","4","2","7,884","506,99","7,895","507,713","38"
"41201110","CIÊNCIAS BIOLÓGICAS (LIC) - D","f2be8fa5084ca45edb4d10dd35f2c8f7","1650","40-60","7,973","6-8","4","2","7,973","523,931","8,598","565,023","38"
